STT,NameGroup,ArrivalDate,DeptDate,Status,CompanyTA,MarketSegment,Source,RateCode,ArrivalCarrier,ArrivalTime,DeptCarrier,DeptTime,BookedRmType1,NumOfRoomType1,NumberOfGuests1,BookedRmType2,NumOfRoomType2,NumberOfGuests2,Note
93,China6089-0311 2xx/5x,03/11/2025,05/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
96,China6089-0411 2xx/5x,04/11/2025,06/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
97,China0367-0411 2xx/5x,04/11/2025,06/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
98,China6089-0511 2xx/5x,05/11/2025,07/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
99,China0367-0511 2xx/5x,05/11/2025,07/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
100,China6089-0611 2xx/5x,06/11/2025,08/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
101,Aeroflot 0611-6xx/4x,06/11/2025,08/11/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
102,China0367-0611 2xx/5x,06/11/2025,08/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
103,China6089-0711 2xx/5x,07/11/2025,09/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
104,VIETEXP 0711-3xxx/17xx,07/11/2025,09/11/2025,Tentative,GPS-CONG TY TNHH DU LICH VA THUONG MAI TRAI NGHIEM VIET,LGA,TAL,GLGRPAAA,,,,,ST,3,9,ST,17,34,"17 Superior double + 03 tripple (DBL + EXTRA BED)
VND 1.875.000 Nett/room/night (including tax and service charge)
Extra bed: VND 867.510/pax
Ms Helen / Ms Zoe: 0961 264 196
Email: booking@vietexperiencestravel.com"
105,China0367-0711 2xx/5x,07/11/2025,09/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
106,Aeroflot 0811-6xx/4x,08/11/2025,13/11/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
107,China6089-0811 2xx/5x,08/11/2025,10/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
108,China0367-0811 2xx/5x,08/11/2025,10/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
109,China6089-0911 2xx/5x,09/11/2025,11/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
110,China0367-0911 2xx/5x,09/11/2025,11/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
111,China0367-1011 2xx/5x,10/11/2025,12/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
112,China6089-0210 2xx/5x,10/11/2025,12/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
113,China0367-1111 2xx/5x,11/11/2025,13/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
114,China6089-1111 2xx/5x,11/11/2025,13/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
115,China0367-1211 2xx/5x,12/11/2025,14/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
116,China6089-0210 2xx/5x,12/11/2025,14/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
118,Aeroflot 1311-6xx/4x,13/11/2025,15/11/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
119,China6089-1311 2xx/5x,13/11/2025,15/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
120,China0367-1311 2xx/5x,13/11/2025,15/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
121,VIETEXP 1411-3xxx/17xx,14/11/2025,16/11/2025,Tentative,GPS-CONG TY TNHH DU LICH VA THUONG MAI TRAI NGHIEM VIET,LGA,TAL,GLGRPAAA,,,,,ST,3,9,ST,17,34,"17 Superior double + 03 tripple (DBL + EXTRA BED)
VND 1.875.000 Nett/room/night (including tax and service charge)
Extra bed: VND 867.510/pax
Ms Helen / Ms Zoe: 0961 264 196
Email: booking@vietexperiencestravel.com"
122,China0367-1411 2xx/5x,14/11/2025,16/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
124,China6089-1411 2xx/5x,14/11/2025,16/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
125,China6089-1511 2xx/5x,15/11/2025,17/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
126,Aeroflot 1511-6xx/4x,15/11/2025,20/11/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
127,China0367-1511 2xx/5x,15/11/2025,17/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
129,China6089-1611 2xx/5x,16/11/2025,18/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
130,China0367-1611 2xx/5x,16/11/2025,18/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
131,China0367-1711 2xx/5x,17/11/2025,19/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
132,China6089-1711 2xx/5x,17/11/2025,19/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
133,China6089-1811 2xx/5x,18/11/2025,20/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
134,China0367-1811 2xx/5x,18/11/2025,20/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
135,China0367-1911 2xx/5x,19/11/2025,21/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
136,China6089-1911 2xx/5x,19/11/2025,21/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
137,China0367-2011 2xx/5x,20/11/2025,22/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
138,China6089-2011 2xx/5x,20/11/2025,22/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
139,Aeroflot 2011-6xx/4x,20/11/2025,22/11/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
141,China6089-2111 2xx/5x,21/11/2025,23/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
142,China0367-2111 2xx/5x,21/11/2025,23/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
143,VIETEXP 2111-3xxx/17xx,21/11/2025,23/11/2025,Tentative,GPS-CONG TY TNHH DU LICH VA THUONG MAI TRAI NGHIEM VIET,LGA,TAL,GLGRPAAA,,,,,ST,3,9,ST,17,34,"17 Superior double + 03 tripple (DBL + EXTRA BED)
VND 1.875.000 Nett/room/night (including tax and service charge)
Extra bed: VND 867.510/pax
Ms Helen / Ms Zoe: 0961 264 196
Email: booking@vietexperiencestravel.com"
145,China0367-2211 2xx/5x,22/11/2025,24/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
146,China6089-2211 2xx/5x,22/11/2025,24/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
147,Aeroflot 2211-6xx/4x,22/11/2025,27/11/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
148,China0367-2311 2xx/5x,23/11/2025,25/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
149,China6089-2311 2xx/5x,23/11/2025,25/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
150,China6089-2411 2xx/5x,24/11/2025,26/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
151,China0367-2411 2xx/5x,24/11/2025,26/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
152,China6089-2511 2xx/5x,25/11/2025,27/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
153,China0367-2511 2xx/5x,25/11/2025,27/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
154,China0367-2611 2xx/5x,26/11/2025,28/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
155,China6089-2611 2xx/5x,26/11/2025,28/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
157,Aeroflot 2711-6xx/4x,27/11/2025,29/11/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
158,China6089-2711 2xx/5x,27/11/2025,29/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
159,China0367-2711 2xx/5x,27/11/2025,29/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
161,China6089-2811 2xx/5x,28/11/2025,30/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
162,China0367-2811 2xx/5x,28/11/2025,30/11/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
163,VIETEXP 2811-3xxx/17xx,28/11/2025,30/11/2025,Tentative,GPS-CONG TY TNHH DU LICH VA THUONG MAI TRAI NGHIEM VIET,LGA,TAL,GLGRPAAA,,,,,ST,3,9,ST,17,34,"17 Superior double + 03 tripple (DBL + EXTRA BED)
VND 1.875.000 Nett/room/night (including tax and service charge)
Extra bed: VND 867.510/pax
Ms Helen / Ms Zoe: 0961 264 196
Email: booking@vietexperiencestravel.com"
164,China6089-2911 2xx/5x,29/11/2025,01/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
165,China0367-2911 2xx/5x,29/11/2025,01/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
166,Aeroflot 2911-6xx/4x,29/11/2025,04/12/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
167,China6089-3011 2xx/5x,30/11/2025,02/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
168,China0367-3011 2xx/5x,30/11/2025,02/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
169,China0367-0112 2xx/5x,01/12/2025,03/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
170,China6089-0112 2xx/5x,01/12/2025,03/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
171,China0367-0212 2xx/5x,02/12/2025,04/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
172,China6089-0212 2xx/5x,02/12/2025,04/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
173,China0367-0312 2xx/5x,03/12/2025,05/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
175,China6089-0312 2xx/5x,03/12/2025,05/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
176,China0367-0412 2xx/5x,04/12/2025,06/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
177,Aeroflot 0412-6xx/4x,04/12/2025,06/12/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
179,China6089-0412 2xx/5x,04/12/2025,06/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
